CENTRE CODE,key,REGION NAME,AREA NAME,REGIST. CAND. 2015,CLEAN CAND. 2015,PASSED CAND. (I to IV) 2015,value,PASSED PERCENT,color,AVERAGE GPA 2015,BAND OF SCHOOL 2015,BAND OF SCHOOL 2014,RANK OF SCHOOL 2015,RANK OF SCHOOL 2014
S3869,MUGOMBE SECONDARY SCHOOL,Kigoma,Lake,69,68,57,57,84,green,3.9937,6,8,859,1695
S2744,DUGA SECONDARY SCHOOL,Tanga,Northern,66,66,65,65,98,green,3.9937,6,7,860,345
S2455,ELLY'S SECONDARY SCHOOL,Mara ,Southern Highlands,40,11,10,10,91,green,3.9947,6,7,861,795
S2201,UNYAMIKUMBI SECONDARY SCHOOL,Singida,Central,70,68,58,58,85,green,3.9951,6,8,862,1145
S1501,MAKERE SECONDARY SCHOOL,Kigoma,Lake,127,93,82,82,88,green,3.9952,6,7,863,847
S0305,BULUBA SECONDARY SCHOOL,Shinyanga,Lake,126,121,92,92,76,green,3.9953,6,7,864,598
S2376,MUGABE SECONDARY SCHOOL,Dar es Salaam,Coastal,305,255,175,175,69,green,3.9953,6,7,865,499
S4026,"BUNJU ""A"" SECONDARY SCHOOL",Dar es Salaam,Coastal,148,127,100,100,79,green,3.9967,6,7,866,671
S4644,JKU SECONDARY SCHOOL,Unguja,Zanzibar,55,55,54,54,98,green,3.9974,6,6,867,132
S0612,KAGANGO SECONDARY SCHOOL,Kagera,Lake,143,137,102,102,74,green,3.9975,6,7,868,619
S1333,KAHAMA MUSLIM SECONDARY SCHOOL,Shinyanga,Lake,71,60,52,52,87,green,3.9989,6,7,869,574
S4848,AFRICAN RAINBOW SECONDARY SCHOOL,Rukwa,Southern Highlands,319,310,242,242,78,green,3.9995,6,7,870,445
S1629,MWANZUGI SECONDARY SCHOOL,Tabora,Central,117,112,91,91,81,green,3.9995,6,8,871,872
S3392,CHAENDA  SECONDARY SCHOOL,Arusha,Northern,71,66,53,53,80,green,4,7,7,872,258
S2179,NTUNTU SECONDARY SCHOOL,Singida,Central,49,46,36,36,78,green,4.0003,7,,873,
S3993,VANESSA SECONDARY SCHOOL,Mbeya,Southern Highlands,105,102,73,73,72,green,4.0003,7,8,874,1039
S2198,MTIPA SECONDARY SCHOOL,Singida,Central,84,79,64,64,81,green,4.0017,7,8,875,1603
S2318,YAKOBI SECONDARY SCHOOL,Njombe,Southern Highlands,49,48,40,40,83,green,4.002,7,7,876,266
S3753,ENDAKISO  SECONDARY SCHOOL,Manyara,Northern,50,46,38,38,83,green,4.0027,7,8,877,1063
S2660,BALOHA SECONDARY SCHOOL,Shinyanga,Lake,66,64,52,52,81,green,4.0036,7,8,878,1091
S1930,J. M. KIKWETE SECONDARY SCHOOL,Mbeya,Southern Highlands,187,177,133,133,75,green,4.0039,7,7,879,749
S2089,IYOGELO SECONDARY SCHOOL,Geita,Lake,64,18,13,13,72,green,4.004,7,5,880,85
S3545,UYOVU SECONDARY SCHOOL,Geita,Lake,104,65,55,55,85,green,4.0041,7,7,881,276
S1597,MBOKOMU SECONDARY SCHOOL,Kilimanjaro,Northern,98,93,80,80,86,green,4.0044,7,7,882,407
S0713,IGUNGA SECONDARY SCHOOL,Tabora,Central,78,72,55,55,76,green,4.0049,7,6,883,320
S1520,KISONDELA SECONDARY SCHOOL,Mbeya,Southern Highlands,114,101,84,84,83,green,4.0074,7,8,884,1007
S3293,BWANJAI SECONDARY SCHOOL,Kagera,Lake,112,94,78,78,83,green,4.0079,7,7,885,243
S1140,MWALIMU NYERERE SECONDARY SCHOOL,Shinyanga,Lake,359,260,208,208,80,green,4.0081,7,7,886,595
S2705,MNAZI MMOJA SECONDARY SCHOOL,Dar es Salaam,Coastal,199,122,90,90,74,green,4.0082,7,7,887,726
S4379,MWATULOLE SECONDARY SCHOOL,Geita,Lake,193,168,143,143,85,green,4.0087,7,6,888,396
S0921,DR SALMIN AMOUR SECONDARY SCHOOL,Singida,Central,205,192,154,154,80,green,4.0092,7,7,889,701
S0646,NKOARANGA SECONDARY SCHOOL,Arusha,Northern,89,85,71,71,84,green,4.0097,7,8,890,2017
S0613,NYAMPULUKANO SECONDARY SCHOOL,Mwanza,Lake,279,271,225,225,83,green,4.0103,7,7,891,505
S2240,MAKURUGUSI SECONDARY SCHOOL,Geita,Lake,49,36,29,29,81,green,4.0105,7,8,892,677
S4225,ITABA SECONDARY SCHOOL,Kigoma,Lake,43,43,39,39,91,green,4.0112,7,7,893,366
S3610,TABARUKA SECONDARY SCHOOL,Mwanza,Lake,90,82,67,67,82,green,4.0116,7,8,894,977
S2787,SHISHANI SECONDARY SCHOOL,Mwanza,Lake,110,103,91,91,88,green,4.0121,7,7,895,693
S4897,ITIRYO SECONDARY SCHOOL ,Mara ,Southern Highlands,49,41,33,33,80,green,4.0121,7,,896,
S1273,IKUTI SECONDARY SCHOOL,Mbeya,Southern Highlands,125,124,99,99,80,green,4.0126,7,8,897,1118
S2107,SOMANDA SECONDARY SCHOOL,Simiyu,Lake,50,31,21,21,68,green,4.0144,7,8,898,1286
S2308,KISUMWA SECONDARY SCHOOL,Mara ,Southern Highlands,78,69,55,55,80,green,4.0152,7,8,899,1451
S4054,ILULU SECONDARY SCHOOL,Lindi,Coastal,156,153,131,131,86,green,4.0157,7,7,900,830
S2664,LIPULI SECONDARY SCHOOL,Iringa,Southern Highlands,82,71,56,56,79,green,4.0159,7,8,901,2028
S2529,BUGOGWA SECONDARY SCHOOL,Mwanza,Lake,166,140,106,106,76,green,4.0159,7,7,902,612
S1866,MINGOYO SECONDARY SCHOOL,Lindi,Coastal,69,67,57,57,85,green,4.0165,7,8,903,1208
S3189,CHALANGWA SECONDARY SCHOOL,Mbeya,Southern Highlands,134,37,28,28,76,green,4.0169,7,7,904,781
S1598,KAKONKO SECONDARY SCHOOL,Kigoma,Lake,63,63,55,55,87,green,4.017,7,8,905,1845
S1067,PASUA SECONDARY SCHOOL,Kilimanjaro,Northern,94,92,70,70,76,green,4.0176,7,8,906,1634
S4329,NSHAMBYA  SECONDARY SCHOOL,Kagera,Lake,48,39,30,30,77,green,4.0181,7,8,907,1752
S1204,UYOLE SECONDARY SCHOOL,Mbeya,Southern Highlands,320,277,208,208,75,green,4.0185,7,7,908,659
S2767,GEREZANI SECONDARY SCHOOL,Dar es Salaam,Coastal,180,161,118,118,73,green,4.02,7,8,909,1266
S1188,NELUKA SECONDARY SCHOOL,Dar es Salaam,Coastal,85,85,63,63,74,green,4.0212,7,7,910,635
S2115,WALLA SECONDARY SCHOOL,Mwanza,Lake,80,75,58,58,77,green,4.0215,7,8,911,1216
S2233,KAYANGA SECONDARY SCHOOL,Kagera,Lake,208,206,168,168,82,green,4.0227,7,8,912,1787
S2015,SANJO SECONDARY SCHOOL,Mwanza,Lake,130,120,93,93,78,green,4.0237,7,8,913,1129
S2143,CHEYO SECONDARY SCHOOL,Tabora,Central,191,146,127,127,87,green,4.0238,7,7,914,528
S1706,PASIANSI SECONDARY SCHOOL,Mwanza,Lake,210,174,135,135,78,green,4.0238,7,7,915,535
S1243,BISHOP KISANJI SECONDARY SCHOOL,Tabora,Central,70,68,64,64,94,green,4.024,7,7,916,522
S1230,MAGHANG SECONDARY SCHOOL,Manyara,Northern,168,161,105,105,65,green,4.024,7,7,917,631
S5292,TCRC FURAHA SECONDARY SCHOOL,Mwanza,Lake,46,45,36,36,80,green,4.0244,7,,918,
S1507,TAGAMENDA SECONDARY SCHOOL,Iringa,Southern Highlands,167,165,134,134,81,green,4.0251,7,7,919,774
S0670,NYANG'HWALE SECONDARY SCHOOL,Geita,Lake,162,153,126,126,82,green,4.0263,7,7,920,685
S1421,MAKONG'ONDA SECONDARY SCHOOL,Mtwara,Southern Highlands,63,60,50,50,83,green,4.0275,7,8,921,1564
S2215,KALAMBO SECONDARY SCHOOL,Rukwa,Southern Highlands,49,48,39,39,81,green,4.0277,7,9,922,1985
S2036,NTUCHI SECONDARY SCHOOL,Rukwa,Southern Highlands,45,40,36,36,90,green,4.0278,7,8,923,1285
S1274,LOLIONDO SECONDARY SCHOOL,Arusha,Northern,120,115,88,88,77,green,4.0286,7,8,924,1014
S3501,HOPE SECONDARY SCHOOL,Iringa,Southern Highlands,51,48,36,36,75,green,4.0291,7,8,925,1463
S2901,JAILA SECONDARY SCHOOL,Tanga,Northern,148,132,115,115,87,green,4.0296,7,7,926,658
S0794,KINYALA SECONDARY SCHOOL,Mbeya,Southern Highlands,228,223,169,169,76,green,4.0297,7,7,927,601
S4236,DiNoBB HIGH SCHOOL,Mbeya,Southern Highlands,117,116,95,95,82,green,4.0305,7,7,928,882
S2756,VINGUNGUTI SECONDARY SCHOOL,Dar es Salaam,Coastal,228,190,143,143,75,green,4.0313,7,7,929,804
S4114,EMMANUEL II SECONDARY SCHOOL,Dar es Salaam,Coastal,44,42,34,34,81,green,4.0313,7,8,930,1159
S3274,KASHAI SECONDARY SCHOOL,Kagera,Lake,160,145,113,113,78,green,4.0313,7,7,931,744
S0476,MWANGAZA SECONDARY SCHOOL,Katavi,Southern Highlands,214,171,134,134,78,green,4.0316,7,7,932,589
S0547,MAZWI SECONDARY SCHOOL,Rukwa,Southern Highlands,226,223,159,159,71,green,4.0319,7,7,933,473
S4314,NAKALULU SECONDARY SCHOOL,Mbeya,Southern Highlands,84,82,67,67,82,green,4.0324,7,7,934,878
S1960,ZEBEYA  SECONDARY SCHOOL,Simiyu,Lake,57,56,46,46,82,green,4.0328,7,7,935,505
S0507,ITENGULE SECONDARY SCHOOL,Iringa,Southern Highlands,73,71,57,57,80,green,4.033,7,7,936,201
S4366,NYAMIYAGA SECONDARY SCHOOL,Kagera,Lake,46,45,39,39,87,green,4.0331,7,7,937,609
S3749,KINYETO SECONDARY SCHOOL,Singida,Central,51,48,37,37,77,green,4.0331,7,8,938,732
S3550,MWALUGULU SECONDARY SCHOOL,Shinyanga,Lake,43,33,26,26,79,green,4.0335,7,8,939,1016
S1870,NDAGARA SECONDARY SCHOOL,Kagera,Lake,51,50,39,39,78,green,4.0337,7,8,940,2020
S1664,MBARIKA SECONDARY SCHOOL,Mwanza,Lake,49,32,22,22,69,green,4.0342,7,8,941,704
S3260,KACHWAMBA SECONDARY SCHOOL,Geita,Lake,48,46,39,39,85,green,4.0348,7,7,942,808
S3242,BOMBAMBILI  SECONDARY SCHOOL,Ruvuma,Southern Highlands,142,128,89,89,70,green,4.0352,7,7,943,564
S2637,MBELEKESE SECONDARY SCHOOL,Singida,Central,78,75,61,61,81,green,4.0369,7,8,944,1394
S3443,MWARUSEMBE SECONDARY SCHOOL,Pwani,Coastal,48,45,37,37,82,green,4.037,7,8,945,1852
S4597,IKUYU SECONDARY SCHOOL,Dodoma,Central,58,12,9,9,75,green,4.0374,7,8,946,1203
S3741,ALEXANDER SECONDARY SCHOOL,Manyara,Northern,83,80,63,63,79,green,4.0379,7,7,947,730
S0317,KIBO SECONDARY SCHOOL,Kilimanjaro,Northern,65,65,62,62,95,green,4.0381,7,8,948,1838
S4679,NKOMOLO SECONDARY SCHOOL,Rukwa,Southern Highlands,94,89,69,69,78,green,4.0386,7,8,949,755
S2605,MNACHO SECONDARY SCHOOL,Lindi,Coastal,46,38,29,29,76,green,4.0387,7,8,950,796
S2836,MLAMBAI SECONDARY SCHOOL,Kilimanjaro,Northern,80,79,66,66,84,green,4.0388,7,8,951,742
S1659,ABOUD JUMBE SECONDARY SCHOOL,Dar es Salaam,Coastal,243,197,137,137,70,green,4.0388,7,7,952,829
S3309,KIKAFU SECONDARY SCHOOL,Kilimanjaro,Northern,46,46,37,37,80,green,4.0389,7,7,953,568
S2319,BONGA SECONDARY SCHOOL,Manyara,Northern,76,73,51,51,70,green,4.0391,7,7,954,954
S2720,TAI SECONDARY SCHOOL,Mara ,Southern Highlands,177,135,116,116,86,green,4.0392,7,7,955,627
S2347,MWASENGA SECONDARY SCHOOL,Kigoma,Lake,90,89,68,68,76,green,4.0392,7,8,956,1476
S3045,IBUNGILO SECONDARY SCHOOL,Mwanza,Lake,196,167,131,131,78,green,4.0399,7,6,957,389
S2306,BUSANDA SECONDARY SCHOOL,Geita,Lake,68,61,52,52,85,green,4.0406,7,8,958,740
S1190,LUGUNGA SECONDARY SCHOOL,Geita,Lake,71,56,45,45,80,green,4.0415,7,8,959,1732
S4226,TERRAT  SECONDARY SCHOOL,Manyara,Northern,83,73,55,55,75,green,4.0418,7,8,960,1936
S0449,J.J.MUNGAI SECONDARY SCHOOL,Iringa,Southern Highlands,244,220,172,172,78,green,4.042,7,7,961,587
S0606,ZUNZULI SECONDARY SCHOOL,Shinyanga,Lake,69,60,49,49,82,green,4.0427,7,8,962,1004
S5029,PEHISCO SECONDARY SCHOOL,Ruvuma,Southern Highlands,66,62,55,55,89,green,4.043,7,,963,
S1911,KIRUMBA SECONDARY SCHOOL,Mwanza,Lake,142,101,80,80,79,green,4.0433,7,7,964,953
S1578,CHANGARAWE SECONDARY SCHOOL,Iringa,Southern Highlands,172,163,118,118,72,green,4.0439,7,7,965,663
S1769,SHANTA MINE SECONDARY SCHOOL,Geita,Lake,78,73,60,60,82,green,4.044,7,7,966,713
S0432,JABAL-HIRA MUSLIM JUNIOR SEMINARY,Morogoro,Southern Highlands,88,88,81,81,92,green,4.0443,7,8,967,1763
S0632,BONDENI SECONDARY SCHOOL,Arusha,Northern,44,43,41,41,95,green,4.0452,7,8,968,1213
S1167,KWAMKONO SECONDARY SCHOOL,Tanga,Northern,208,163,157,157,96,green,4.0461,7,8,969,2038
S3705,IWIJI SECONDARY SCHOOL,Mbeya,Southern Highlands,94,92,63,63,68,green,4.0463,7,8,970,1370
S1691,MAGUVANI SECONDARY SCHOOL,Njombe,Southern Highlands,82,47,37,37,79,green,4.0463,7,8,971,1247
S1344,MWALIMU J K NYERERE SECONDARY SCHOOL,Mbeya,Southern Highlands,184,158,117,117,74,green,4.0464,7,7,972,430
S1648,SUMBAWANGA SECONDARY SCHOOL,Rukwa,Southern Highlands,176,150,118,118,79,green,4.0464,7,8,973,1006
S0694,KANGA SECONDARY SCHOOL,Mbeya,Southern Highlands,59,42,35,35,83,green,4.047,7,7,974,905
S0919,NDURUMA SECONDARY SCHOOL,Arusha,Northern,78,70,53,53,76,green,4.0476,7,7,975,533
S1075,DARAJANI SECONDARY SCHOOL,Kilimanjaro,Northern,198,189,141,141,75,green,4.0477,7,7,976,441
S3130,KITURA SECONDARY SCHOOL,Ruvuma,Southern Highlands,73,73,71,71,97,green,4.048,7,8,977,1707
S1495,GENESIS HIGH SCHOOL,Njombe,Southern Highlands,127,109,95,95,87,green,4.0489,7,8,978,1951
S4955,NYAMADOKE SECONDARY SCHOOL,Mwanza,Lake,45,43,38,38,88,green,4.0496,7,,979,
S0443,META SECONDARY SCHOOL,Mbeya,Southern Highlands,273,252,196,196,78,green,4.0498,7,8,980,1314
S4104,LORD BADEN POWELL MEMORIAL SECONDARY SCHOOL,Pwani,Coastal,212,211,176,176,83,green,4.0505,7,7,981,708
S0978,DIGODIGO SECONDARY SCHOOL,Arusha,Northern,113,110,86,86,78,green,4.0519,7,8,982,1369
S2820,HAYDOM  SECONDARY SCHOOL,Manyara,Northern,92,86,74,74,86,green,4.0528,7,7,983,579
S2768,ULONGONI SECONDARY SCHOOL,Dar es Salaam,Coastal,220,193,155,155,80,green,4.0534,7,7,984,664
S1251,ZIBA SECONDARY SCHOOL,Tabora,Central,119,119,90,90,76,green,4.0535,7,8,985,1241
S2540,ITEBWA SECONDARY SCHOOL,Mbeya,Southern Highlands,152,139,99,99,71,green,4.0539,7,8,986,1355
S4428,MWABALUHI SECONDARY SCHOOL,Mwanza,Lake,165,105,77,77,73,green,4.0544,7,8,987,1253
S2356,MAJOHE SECONDARY SCHOOL,Dar es Salaam,Coastal,92,53,37,37,70,green,4.0545,7,8,988,1930
S0758,KIJOTA SECONDARY SCHOOL,Singida,Central,105,89,66,66,74,green,4.0546,7,8,989,1057
S1147,SINON SECONDARY SCHOOL,Arusha,Northern,384,346,219,219,63,green,4.055,7,7,990,735
S3343,JIJA SECONDARY SCHOOL,Simiyu,Lake,51,50,41,41,82,green,4.0554,7,8,991,674
S0426,WANGING'OMBE SECONDARY SCHOOL,Njombe,Southern Highlands,92,63,48,48,76,green,4.0565,7,7,992,558
S3149,IHOWANZA SECONDARY SCHOOL,Iringa,Southern Highlands,64,61,53,53,87,green,4.0569,7,8,993,1186
S1777,NYAMALIMBE SECONDARY SCHOOL,Geita,Lake,69,64,53,53,83,green,4.0574,7,7,994,346
S1261,MERRIWA SECONDARY SCHOOL,Dodoma,Central,114,110,85,85,77,green,4.0574,7,6,995,356
S1607,KUMGOGO SECONDARY SCHOOL,Kigoma,Lake,54,53,43,43,81,green,4.0574,7,7,996,220
S0605,UHURU SECONDARY SCHOOL,Shinyanga,Lake,203,173,114,114,66,green,4.0578,7,7,997,476
S1922,BUJINGA SECONDARY SCHOOL,Mbeya,Southern Highlands,239,225,161,161,72,green,4.0579,7,8,998,1126
S1179,ITWELELE SECONDARY SCHOOL,Rukwa,Southern Highlands,138,135,104,104,77,green,4.0579,7,8,999,1080
S1152,SUMAYE BUZIKU SECONDARY SCHOOL,Geita,Lake,87,80,63,63,79,green,4.058,7,7,1000,798
S1561,KENGEJA SECONDARY SCHOOL,Pemba,Zanzibar,45,45,37,37,82,green,4.0581,7,8,1001,1164
S1445,KENTON-MWENGE SECONDARY SCHOOL,Dar es Salaam,Coastal,67,53,40,40,75,green,4.0584,7,8,1002,2109
S3019,LYABUSALU SECONDARY SCHOOL,Shinyanga,Lake,59,58,44,44,76,green,4.0591,7,8,1003,878
S4168,MIRARE SECONDARY SCHOOL,Mara ,Southern Highlands,69,58,49,49,84,green,4.0593,7,7,1004,600
S1731,IFWAGI SECONDARY SCHOOL,Iringa,Southern Highlands,84,70,55,55,79,green,4.0601,7,7,1005,222
S0873,MAKOMU SECONDARY SCHOOL,Kilimanjaro,Northern,189,185,139,139,75,green,4.0602,7,7,1006,625
S1743,MWAMALA SECONDARY SCHOOL,Mwanza,Lake,43,37,32,32,86,green,4.0612,7,7,1007,404
S5050,DUMBETA SECONDARY SCHOOL,Manyara,Northern,52,49,39,39,80,green,4.0616,7,7,1008,568
S3407,KIHANSI SECONDARY SCHOOL,Iringa,Southern Highlands,60,59,50,50,85,green,4.0616,7,8,1009,987
S0739,HIJRA SEMINARY SECONDARY SCHOOL,Dodoma,Central,168,165,109,109,66,green,4.062,7,8,1010,1309
S2321,IGONGWA SECONDARY SCHOOL,Mwanza,Lake,55,53,39,39,74,green,4.0623,7,7,1011,291
S3137,LUPETA  SECONDARY SCHOOL,Mbeya,Southern Highlands,129,117,89,89,76,green,4.0632,7,8,1012,1390
S2033,VIWANDANI SECONDARY SCHOOL,Dodoma,Central,181,172,129,129,75,green,4.0634,7,8,1013,1173
S4029,WILLIAM LUKUVI SECONDARY SCHOOL,Iringa,Southern Highlands,62,58,54,54,93,green,4.0635,7,7,1014,330
S1982,GETANUWAS SECONDARY SCHOOL,Manyara,Northern,53,46,38,38,83,green,4.0635,7,8,1015,1155
S1846,PANDAMBILI SECONDARY SCHOOL,Dodoma,Central,68,41,27,27,66,green,4.0638,7,9,1016,2219
S3592,NYIKOBOKO SECONDARY SCHOOL,Shinyanga,Lake,83,80,56,56,70,green,4.0638,7,7,1017,630
S0318,KIBOHEHE SECONDARY SCHOOL,Kilimanjaro,Northern,84,83,66,66,80,green,4.0638,7,8,1018,1389
S1650,CHUNYU SECONDARY SCHOOL,Dodoma,Central,40,30,22,22,73,green,4.0641,7,7,1019,617
S2765,MIGOMBANI SECONDARY SCHOOL,Dar es Salaam,Coastal,142,125,90,90,72,green,4.0655,7,7,1020,783
S1963,KISHANDA SECONDARY SCHOOL,Kagera,Lake,180,166,151,151,91,green,4.0656,7,8,1021,1955
S1078,NUR ISLAMIC SEMINARY,Dar es Salaam,Coastal,89,84,67,67,80,green,4.0659,7,7,1022,500
S3506,KISHINDA   SECONDARY   SCHOOL,Mwanza,Lake,65,61,44,44,72,green,4.0659,7,7,1023,662
S2377,BUNGULWA SECONDARY SCHOOL,Mwanza,Lake,46,38,31,31,82,green,4.0663,7,8,1024,1050
S3200,TREE FARMS SECONDARY SCHOOL,Morogoro,Southern Highlands,76,33,23,23,70,green,4.0668,7,9,1025,1899
S1931,MYOVIZI SECONDARY SCHOOL,Mbeya,Southern Highlands,149,127,89,89,70,green,4.067,7,8,1026,1122
S0733,IGURUSI SECONDARY SCHOOL,Mbeya,Southern Highlands,40,40,29,29,73,green,4.0671,7,7,1027,439
S2338,NAMBINZO SECONDARY SCHOOL,Mbeya,Southern Highlands,44,41,32,32,78,green,4.0674,7,8,1028,2133
S1968,MSATA SECONDARY SCHOOL,Pwani,Coastal,91,78,64,64,82,green,4.0674,7,8,1029,1560
S3897,MISIMA SECONDARY SCHOOL,Tanga,Northern,61,59,34,34,58,yellow,4.0678,7,9,1030,2293
S1258,TUMATI SECONDARY SCHOOL,Manyara,Northern,76,73,54,54,74,green,4.0694,7,8,1031,1165
S5008,NAMBUNGA SECONDARY SCHOOL,Mtwara,Southern Highlands,49,49,40,40,82,green,4.0696,7,8,1032,1335
S1824,MBOGWE SECONDARY SCHOOL,Geita,Lake,65,64,53,53,83,green,4.0698,7,8,1033,959
S0423,BULIMA SECONDARY SCHOOL,Simiyu,Lake,106,76,65,65,86,green,4.07,7,8,1034,1086
S2697,IPARAMASA SECONDARY SCHOOL,Geita,Lake,64,54,40,40,74,green,4.0705,7,7,1035,801
S2058,THOMAS NYIMBO SECONDARY SCHOOL,Njombe,Southern Highlands,71,65,39,39,60,green,4.071,7,8,1036,1013
S1153,BUSERESERE SECONDARY SCHOOL,Geita,Lake,227,194,138,138,71,green,4.0714,7,7,1037,942
S2264,HANANG SECONDARY SCHOOL,Manyara,Northern,101,88,59,59,67,green,4.0715,7,8,1038,1786
S2075,BURUMA SECONDARY SCHOOL,Mara ,Southern Highlands,43,34,33,33,97,green,4.0718,7,9,1039,2023
S0374,LUPATA SECONDARY SCHOOL,Mbeya,Southern Highlands,208,208,149,149,72,green,4.0724,7,7,1040,972
S1910,IGOMA SECONDARY SCHOOL,Mwanza,Lake,202,184,127,127,69,green,4.0727,7,7,1041,463
S1919,MAGHOJOA SECONDARY SCHOOL,Singida,Central,61,59,45,45,76,green,4.0728,7,8,1042,1251
S2745,MTIMBWANI SECONDARY SCHOOL,Tanga,Northern,57,28,25,25,89,green,4.0729,7,7,1043,599
S1671,NATA SECONDARY SCHOOL,Tabora,Central,66,63,49,49,78,green,4.0742,7,7,1044,327
S2510,ISTIQAMA SECONDARY SCHOOL,Katavi,Southern Highlands,49,30,24,24,80,green,4.0744,7,8,1045,1743
S2822,YAEDA AMPA  SECONDARY SCHOOL,Manyara,Northern,60,55,44,44,80,green,4.0746,7,8,1046,1904
S1417,NGIMU SECONDARY SCHOOL,Singida,Central,44,43,30,30,70,green,4.0748,7,8,1047,737
S0544,MKUU SECONDARY SCHOOL,Kilimanjaro,Northern,247,193,155,155,80,green,4.0749,7,7,1048,593
S4288,ULOWA SECONDARY SCHOOL,Shinyanga,Lake,62,59,48,48,81,green,4.0752,7,8,1049,829
S3928,GOBA SECONDARY SCHOOL,Dar es Salaam,Coastal,194,154,106,106,69,green,4.0756,7,8,1050,1298
S3140,NZONDAHAKI SECONDARY SCHOOL,Mbeya,Southern Highlands,228,217,155,155,71,green,4.0759,7,7,1051,699
S0445,MWEMBETOGWA SECONDARY SCHOOL,Iringa,Southern Highlands,82,76,58,58,76,green,4.0762,7,8,1052,1365
S2508,ISENI SECONDARY SCHOOL,Mwanza,Lake,116,106,92,92,87,green,4.0768,7,8,1053,1720
S1354,BUSANGI SECONDARY SCHOOL,Shinyanga,Lake,67,58,47,47,81,green,4.0777,7,7,1054,468
S1880,MBEZI INN SECONDARY SCHOOL,Dar es Salaam,Coastal,295,266,182,182,68,green,4.0784,7,7,1055,755
S5307,KINOJA SECONDARY SCHOOL,Mwanza,Lake,56,46,35,35,76,green,4.0787,7,,1056,
S3303,UDURU SECONDARY SCHOOL,Kilimanjaro,Northern,69,65,58,58,89,green,4.0788,7,7,1057,244
S2476,MBAGALA SECONDARY SCHOOL,Dar es Salaam,Coastal,540,419,281,281,67,green,4.0793,7,7,1058,655
S3301,NYAMIGOGO SECONDARY SCHOOL,Kagera,Lake,42,42,38,38,90,green,4.0803,7,8,1059,1219
S1216,MIPA SECONDARY SCHOOL,Shinyanga,Lake,45,34,30,30,88,green,4.0807,7,7,1060,572
S0721,LEGURUKI SECONDARY SCHOOL,Arusha,Northern,43,42,30,30,71,green,4.0809,7,7,1061,395
S2829,IPELELE SECONDARY SCHOOL,Njombe,Southern Highlands,47,47,42,42,89,green,4.0809,7,7,1062,459
S0515,ILULA SECONDARY SCHOOL,Iringa,Southern Highlands,166,156,106,106,68,green,4.0815,7,8,1063,1127
S3064,NYABISHENGE SECONDARY SCHOOL,Kagera,Lake,106,97,71,71,73,green,4.0815,7,7,1064,746
S3112,NYANTAKARA SECONDARY SCHOOL,Kagera,Lake,51,38,30,30,79,green,4.0826,7,8,1065,1134
S3082,TEMA SECONDARY SCHOOL,Kilimanjaro,Northern,60,59,44,44,75,green,4.084,7,7,1066,413
S2060,MAGHARE SECONDARY SCHOOL,Kilimanjaro,Northern,121,103,80,80,78,green,4.0848,7,8,1067,1954
S2973,MWALUSHU SECONDARY SCHOOL,Simiyu,Lake,41,39,29,29,74,green,4.0848,7,8,1068,1055
S3066,BUGOMORA SECONDARY SCHOOL,Kagera,Lake,55,54,40,40,74,green,4.085,7,8,1069,814
S3275,RUMULI SECONDARY SCHOOL,Kagera,Lake,72,64,50,50,78,green,4.0851,7,7,1070,887
S1500,NYAKITONTO SECONDARY SCHOOL,Kigoma,Lake,114,106,82,82,77,green,4.0852,7,7,1071,565
S0581,ILEJE SECONDARY SCHOOL,Mbeya,Southern Highlands,58,55,38,38,69,green,4.0853,7,8,1072,2003
S3775,ALIKACHENJE HIGH SCHOOL,Kilimanjaro,Northern,58,57,50,50,88,green,4.0855,7,7,1073,628
S4327,KIBETA SECONDARY SCHOOL,Kagera,Lake,74,73,55,55,75,green,4.086,7,7,1074,318
S0958,KIWANJA CHA NDEGE SECONDARY SCHOOL,Dodoma,Central,118,111,85,85,77,green,4.086,7,7,1075,503
S3094,CHAMAGUHA SECONDARY SCHOOL,Shinyanga,Lake,88,73,54,54,74,green,4.0866,7,7,1076,214
S4010,LUPANGA PRACTISING SECONDARY SCHOOL,Morogoro,Southern Highlands,146,126,93,93,74,green,4.0872,7,8,1077,1350
S0706,KALANGALALA SECONDARY SCHOOL,Geita,Lake,158,140,102,102,73,green,4.0877,7,7,1078,846
S0625,BALANGDALALU SECONDARY SCHOOL,Manyara,Northern,223,220,153,153,70,green,4.0878,7,8,1079,1417
S0333,MWANZA SECONDARY SCHOOL,Mwanza,Lake,477,374,289,289,77,green,4.0878,7,7,1080,521
S0655,KIFANYA SECONDARY SCHOOL,Njombe,Southern Highlands,105,100,77,77,77,green,4.088,7,7,1081,753
S4088,ACTAS SECONDARY SCHOOL,Dar es Salaam,Coastal,115,56,39,39,70,green,4.0881,7,6,1082,334
S1790,BUKULU SECONDARY SCHOOL,Dodoma,Central,52,49,41,41,84,green,4.0885,7,8,1083,968
S1293,IKORONGO SECONDARY SCHOOL,Mara ,Southern Highlands,67,64,54,54,84,green,4.0887,7,8,1084,1768
S1983,KIRU SECONDARY SCHOOL,Manyara,Northern,64,63,47,47,75,green,4.0888,7,7,1085,633
S0509,UCHIRA SECONDARY SCHOOL,Kilimanjaro,Northern,153,153,130,130,85,green,4.0893,7,8,1086,1636
S1458,KIBOGORA SECONDARY SCHOOL,Kagera,Lake,59,56,39,39,70,green,4.0902,7,8,1087,1639
