CENTRE CODE,key,REGION NAME,AREA NAME,REGIST. CAND. 2015,CLEAN CAND. 2015,PASSED CAND. (I to IV) 2015,value,PASSED PERCENT,color,AVERAGE GPA 2015,BAND OF SCHOOL 2015,BAND OF SCHOOL 2014,RANK OF SCHOOL 2015,RANK OF SCHOOL 2014
S2908,NKOARISAMBU SECONDARY SCHOOL,Arusha,Northern,129,106,51,51,48,yellow,4.4276,8,8,2494,1291
S3833,JAKAYA SECONDARY SCHOOL,Mbeya,Southern Highlands,65,63,35,35,56,yellow,4.4276,8,8,2495,1448
S2778,ABUUY JUMAA SECONDARY SCHOOL,Dar es Salaam,Coastal,169,130,63,63,48,yellow,4.4277,8,8,2496,2090
S3634,MUGUMU SECONDARY SCHOOL,Mara ,Southern Highlands,205,182,92,92,51,yellow,4.4278,8,7,2497,839
S4199,IBIRI SECONDARY SCHOOL,Tabora,Central,44,28,15,15,54,yellow,4.4278,8,8,2498,988
S1847,NGUJINI SECONDARY SCHOOL,Kilimanjaro,Northern,52,52,31,31,60,yellow,4.4283,8,8,2499,1861
S0916,CHALAO SECONDARY SCHOOL,Kilimanjaro,Northern,141,139,74,74,53,yellow,4.4284,8,8,2500,1486
S2255,POTWE DAY SECONDARY SCHOOL,Tanga,Northern,46,41,21,21,51,yellow,4.4288,8,8,2501,802
S1401,SLAHAMO SECONDARY SCHOOL,Arusha,Northern,97,92,40,40,43,yellow,4.429,8,9,2502,2195
S4241,NYERERE SECONDARY SCHOOL,Unguja,Zanzibar,288,281,193,193,69,green,4.4292,8,9,2503,2237
S2006,MSAKWALO SECONDARY SCHOOL,Dodoma,Central,48,45,24,24,53,yellow,4.4294,8,9,2504,1847
S1863,BUZIRAYOMBO SECONDARY SCHOOL,Geita,Lake,111,93,52,52,56,yellow,4.4296,8,8,2505,1167
S2235,NKWENDA SECONDARY SCHOOL,Kagera,Lake,89,86,47,47,55,yellow,4.4297,8,8,2506,1836
S4775,PRINCE CLAUS SECONDARY SCHOOL,Tanga,Northern,49,47,28,28,60,yellow,4.4297,8,7,2507,369
S4723,GRACEMESAKI SECONDARY SCHOOL,Singida,Central,52,48,30,30,63,green,4.4297,8,8,2508,1762
S4902,OLEMEDEYE SECONDARY SCHOOL,Arusha,Northern,50,50,34,34,68,green,4.43,8,,2509,
S0503,LYAKIRIMU SECONDARY SCHOOL,Kilimanjaro,Northern,263,253,141,141,56,yellow,4.43,8,7,2510,509
S1400,KAMHANGA SECONDARY SCHOOL,Geita,Lake,88,80,47,47,59,yellow,4.4302,8,8,2511,1556
S4186,LYCEUM SECONDARY SCHOOL,Dar es Salaam,Coastal,84,83,47,47,57,yellow,4.4302,8,7,2512,851
S3685,NANJOTA SECONDARY SCHOOL,Mtwara,Southern Highlands,43,42,22,22,52,yellow,4.4306,8,9,2513,1886
S2597,MISUFINI SECONDARY SCHOOL,Lindi,Coastal,42,40,22,22,55,yellow,4.4307,8,8,2514,966
S2357,MOUNT KIPENGERE SECONDARY SCHOOL,Njombe,Southern Highlands,85,84,48,48,57,yellow,4.4308,8,8,2515,1076
S0743,KAMBARAGE SECONDARY SCHOOL,Mara ,Southern Highlands,97,91,46,46,51,yellow,4.4308,8,8,2516,1909
S3557,LIMBANI SECONDARY SCHOOL,Pemba,Zanzibar,43,43,28,28,65,green,4.4309,8,8,2517,1542
S1307,MAENDELEO NGWACHANI SECONDARY SCHOOL,Pemba,Zanzibar,45,45,31,31,69,green,4.4312,8,8,2518,2042
S2324,MBUGANI SECONDARY SCHOOL,Mwanza,Lake,165,154,87,87,56,yellow,4.4314,8,8,2519,1693
S1124,KIGARAMA SECONDARY SCHOOL,Kagera,Lake,98,96,54,54,56,yellow,4.4315,8,7,2520,316
S4883,NJELEKELA ISLAMIC SEMINARY,Kigoma,Lake,45,43,26,26,60,green,4.4319,8,9,2521,2315
S2004,ILUNGU SECONDARY SCHOOL,Mbeya,Southern Highlands,78,72,46,46,64,green,4.4319,8,8,2522,1430
S3656,KITWE SECONDARY SCHOOL,Kigoma,Lake,119,105,53,53,50,yellow,4.432,8,8,2523,1596
S5170,MAUWANI SECONDARY SCHOOL,Pemba,Zanzibar,51,51,35,35,69,green,4.4321,8,9,2524,1855
S0656,LYAMAHORO SECONDARY SCHOOL,Kagera,Lake,120,111,62,62,56,yellow,4.4323,8,8,2525,1034
S2785,NYANGUGE SECONDARY SCHOOL,Mwanza,Lake,149,124,67,67,54,yellow,4.4323,8,8,2526,1764
S4585,GWILI SECONDARY SCHOOL,Mbeya,Southern Highlands,70,57,27,27,47,yellow,4.4324,8,9,2527,1986
S1830,LUKOSI SECONDARY SCHOOL,Iringa,Southern Highlands,87,78,42,42,54,yellow,4.4326,8,8,2528,1640
S4005,MIKUMBI SECONDARY SCHOOL,Mtwara,Southern Highlands,44,41,23,23,56,yellow,4.4327,8,8,2529,1567
S2402,KINYASINI SECONDARY SCHOOL,Unguja,Zanzibar,115,113,72,72,64,green,4.4328,8,9,2530,2179
S1036,LUBANDA SECONDARY SCHOOL,Mbeya,Southern Highlands,125,122,69,69,57,yellow,4.4331,8,8,2531,1840
S1310,TABATA SECONDARY SCHOOL,Dar es Salaam,Coastal,72,63,40,40,63,green,4.4332,8,9,2532,2149
S3481,MASIEDA SECONDARY SCHOOL,Manyara,Northern,110,104,47,47,45,yellow,4.4335,8,8,2533,1344
S4318,NAURA SECONDARY SCHOOL,Arusha,Northern,131,73,47,47,64,green,4.4336,8,8,2534,1736
S4738,NEW  KIOMBOI  SECONDARY SCHOOL,Singida,Central,79,72,39,39,54,yellow,4.4338,8,8,2535,1331
S3081,MARLEX SECONDARY SCHOOL,Kilimanjaro,Northern,56,41,23,23,56,yellow,4.4338,8,8,2536,1356
S0493,AL-HARAMAIN ISLAMIC SEMINARY,Dar es Salaam,Coastal,62,60,36,36,60,green,4.434,8,8,2537,1234
S2246,LEMIRA DAY SECONDARY SCHOOL,Kilimanjaro,Northern,104,101,50,50,50,yellow,4.434,8,8,2538,1691
S3901,KURUNYEMI SECONDARY SCHOOL,Kigoma,Lake,56,49,29,29,59,yellow,4.434,8,8,2539,1589
S0696,TUNDUMA SECONDARY SCHOOL,Mbeya,Southern Highlands,76,74,40,40,54,yellow,4.4342,8,8,2540,1907
S1309,VITONGOJI SECONDARY SCHOOL,Pemba,Zanzibar,67,64,49,49,77,green,4.4346,8,8,2541,2037
S2164,KILIMLILE SECONDARY SCHOOL,Kagera,Lake,76,73,41,41,56,yellow,4.4347,8,8,2542,1444
S4482,KINGALU SECONDARY SCHOOL,Morogoro,Southern Highlands,40,30,16,16,53,yellow,4.435,8,,2543,
S1005,KISHIMBA SECONDARY SCHOOL,Shinyanga,Lake,255,198,117,117,59,yellow,4.435,8,7,2544,855
S2258,REGINALD MENGI SECONDARY SCHOOL,Kilimanjaro,Northern,214,173,93,93,54,yellow,4.4362,8,7,2545,710
S1149,CHOLE SECONDARY SCHOOL,Pwani,Coastal,40,37,24,24,65,green,4.4362,8,8,2546,1005
S4577,KAMUNYONGE SECONDARY SCHOOL,Mara ,Southern Highlands,82,71,41,41,58,yellow,4.4364,8,8,2547,911
S4091,MUKENDO SECONDARY SCHOOL,Mara ,Southern Highlands,50,45,26,26,58,yellow,4.4368,8,8,2548,1210
S4162,KIGOGO SECONDARY SCHOOL,Dar es Salaam,Coastal,238,203,109,109,54,yellow,4.4368,8,8,2549,2130
S2775,SANGARA SECONDARY SCHOOL,Dar es Salaam,Coastal,112,56,36,36,64,green,4.437,8,8,2550,1205
S2176,MASINDA DAY SECONDARY SCHOOL,Singida,Central,66,58,31,31,53,yellow,4.4372,8,8,2551,1781
S1028,BUTUNDWE SECONDARY SCHOOL,Geita,Lake,83,80,46,46,58,yellow,4.4373,8,7,2552,806
S2589,IDETEMYA SECONDARY SCHOOL,Mwanza,Lake,96,79,45,45,57,yellow,4.4374,8,8,2553,1740
S1538,SUNGA SECONDARY SCHOOL,Tanga,Northern,66,64,33,33,52,yellow,4.4376,8,7,2554,407
S1285,FLORIAN SECONDARY SCHOOL,Arusha,Northern,106,99,60,60,61,green,4.4378,8,7,2555,813
S1701,MAKOKO SECONDARY SCHOOL,Mara ,Southern Highlands,154,132,65,65,49,yellow,4.4386,8,8,2556,1498
S4243,CHUINI SECONDARY SCHOOL,Unguja,Zanzibar,134,129,89,89,69,green,4.4387,8,9,2557,2229
S2844,UBAA SECONDARY SCHOOL,Kilimanjaro,Northern,106,105,56,56,53,yellow,4.439,8,7,2558,948
S1511,NANGURUWE SECONDARY SCHOOL,Mtwara,Southern Highlands,42,42,28,28,67,green,4.4391,8,8,2559,1302
S3135,KAFUNDO SECONDARY SCHOOL,Mbeya,Southern Highlands,147,133,62,62,47,yellow,4.4391,8,8,2560,1482
S2687,RUBANA SECONDARY SCHOOL,Mara ,Southern Highlands,171,139,78,78,56,yellow,4.4392,8,8,2561,1191
S3367,IRUGWA SECONDARY SCHOOL,Mwanza,Lake,49,46,27,27,59,yellow,4.4393,8,8,2562,840
S0759,GAIRO SECONDARY SCHOOL,Morogoro,Southern Highlands,166,161,91,91,57,yellow,4.4395,8,8,2563,2131
S2051,KIYONGWILE SECONDARY SCHOOL,Morogoro,Southern Highlands,185,152,68,68,45,yellow,4.4395,8,8,2564,1687
S1025,INTELA SECONDARY SCHOOL,Dodoma,Central,86,80,43,43,54,yellow,4.4396,8,8,2565,1860
S0615,KIRANGARE SECONDARY SCHOOL,Kilimanjaro,Northern,169,164,90,90,55,yellow,4.4396,8,8,2566,2089
S1624,BULAMBA SECONDARY SCHOOL,Mara ,Southern Highlands,95,86,43,43,50,yellow,4.44,8,8,2567,1571
S1808,KISANGARA SECONDARY SCHOOL,Kilimanjaro,Northern,148,130,71,71,55,yellow,4.4401,8,7,2568,703
S0580,IGOWOLE SECONDARY SCHOOL,Iringa,Southern Highlands,215,190,101,101,53,yellow,4.4403,8,7,2569,765
S0782,MWIKA SECONDARY SCHOOL,Kilimanjaro,Northern,360,353,185,185,52,yellow,4.4408,8,7,2570,805
S2640,JORMA SECONDARY SCHOOL,Singida,Central,64,34,22,22,65,green,4.4409,8,8,2571,692
S5094,MJAWA SECONDARY SCHOOL,Pwani,Coastal,51,49,27,27,55,yellow,4.4412,8,,2572,
S3636,TAMBANI SECONDARY SCHOOL,Pwani,Coastal,44,38,22,22,58,yellow,4.4413,8,9,2573,1816
S2932,IDIMI SECONDARY SCHOOL,Mbeya,Southern Highlands,74,72,38,38,53,yellow,4.4413,8,8,2574,1224
S2754,UGOMBOLWA SECONDARY SCHOOL,Dar es Salaam,Coastal,151,116,73,73,63,green,4.4414,8,7,2575,857
S1387,JANGUO SECONDARY SCHOOL,Pwani,Coastal,45,41,24,24,59,yellow,4.4415,8,8,2576,1170
S3798,KISEGESE SECONDARY SCHOOL,Mbeya,Southern Highlands,54,52,28,28,54,yellow,4.4416,8,8,2577,787
S3945,BUKARA SECONDARY SCHOOL,Kagera,Lake,103,95,50,50,53,yellow,4.4421,8,8,2578,1121
S4042,KARANSI SECONDARY SCHOOL,Kilimanjaro,Northern,83,81,40,40,49,yellow,4.4424,8,7,2579,611
S1095,WOTTA SECONDARY SCHOOL,Dodoma,Central,92,88,42,42,48,yellow,4.4426,8,8,2580,1929
S2291,CHANZURU SECONDARY SCHOOL,Morogoro,Southern Highlands,66,62,36,36,58,yellow,4.443,8,7,2581,507
S1475,PERFECT VISION SECONDARY SCHOOL,Dar es Salaam,Coastal,119,103,58,58,56,yellow,4.4432,8,8,2582,1733
S4607,ITABULYA SECONDARY SCHOOL,Mwanza,Lake,76,68,40,40,59,yellow,4.4434,8,8,2583,2023
S2722,BUKURA SECONDARY SCHOOL,Mara ,Southern Highlands,59,44,24,24,55,yellow,4.4435,8,8,2584,1644
S1338,CHIUNGUTWA SECONDARY SCHOOL,Mtwara,Southern Highlands,70,60,26,26,43,yellow,4.4438,8,6,2585,157
S2504,MALILI SECONDARY SCHOOL,Simiyu,Lake,126,120,68,68,57,yellow,4.4439,8,8,2586,1081
S0805,LUKULEDI SECONDARY SCHOOL,Mtwara,Southern Highlands,94,81,42,42,52,yellow,4.4442,8,8,2587,1897
S3842,KIBEDYA SECONDARY SCHOOL,Morogoro,Southern Highlands,48,48,25,25,52,yellow,4.4443,8,8,2588,1090
S0637,NYABIYONZA SECONDARY SCHOOL,Kagera,Lake,121,115,59,59,51,yellow,4.4443,8,8,2589,1089
S1902,SUGUTI SECONDARY SCHOOL,Mara ,Southern Highlands,128,117,62,62,53,yellow,4.4444,8,8,2590,1472
S4009,LUHOTA SECONDARY SCHOOL,Iringa,Southern Highlands,168,160,95,95,59,yellow,4.4446,8,8,2591,1517
S1486,MURAD SADDIQ SECONDARY SCHOOL,Morogoro,Southern Highlands,146,122,56,56,46,yellow,4.4448,8,7,2592,696
S2337,HALUNGU SECONDARY SCHOOL,Mbeya,Southern Highlands,94,71,36,36,51,yellow,4.4449,8,8,2593,1611
S3651,ILIMA SECONDARY SCHOOL,Mbeya,Southern Highlands,98,96,47,47,49,yellow,4.4452,8,8,2594,1724
S2857,MAKI SECONDARY SCHOOL,Kilimanjaro,Northern,85,85,50,50,59,yellow,4.4459,8,8,2595,1352
S3769,NYARERO SECONDARY SCHOOL,Mara ,Southern Highlands,46,45,23,23,51,yellow,4.446,8,8,2596,1427
S3799,TEMBONI GVT. SECONDARY SCHOOL,Dar es Salaam,Coastal,224,130,61,61,47,yellow,4.4464,8,8,2597,1217
S3937,SUMA SECONDARY SCHOOL,Mbeya,Southern Highlands,45,44,23,23,52,yellow,4.4467,8,8,2598,2068
S1226,BUKWE SECONDARY SCHOOL,Mara ,Southern Highlands,108,93,52,52,56,yellow,4.4472,8,8,2599,1068
S1811,KIMWANYA SECONDARY SCHOOL,Kigoma,Lake,56,53,30,30,57,yellow,4.4474,8,8,2600,1154
S4109,MAVOVO SECONDARY SCHOOL,Tanga,Northern,52,46,28,28,61,green,4.4475,8,6,2601,165
S0920,PAKULA SECONDARY SCHOOL,Kilimanjaro,Northern,160,160,82,82,51,yellow,4.4477,8,8,2602,1028
S4835,MABALE SECONDARY SCHOOL,Kagera,Lake,44,44,27,27,61,green,4.4477,8,,2603,
S3179,KINGANI SECONDARY SCHOOL,Pwani,Coastal,112,90,46,46,51,yellow,4.4479,8,8,2604,1263
S2892,HAZINA SECONDARY SCHOOL,Dodoma,Central,119,109,56,56,51,yellow,4.4479,8,7,2605,943
S1012,SHIMBWE SECONDARY SCHOOL,Kilimanjaro,Northern,124,118,55,55,47,yellow,4.448,8,8,2606,1304
S3385,NKOASENGA  SECONDARY SCHOOL,Arusha,Northern,61,61,35,35,57,yellow,4.448,8,8,2607,1147
S1114,SHELUI SECONDARY SCHOOL,Singida,Central,111,95,51,51,54,yellow,4.4487,8,7,2608,758
S2023,MAHAHA  SECONDARY SCHOOL,Simiyu,Lake,127,117,59,59,50,yellow,4.4487,8,8,2609,1384
S0754,URAMBO DAY SECONDARY SCHOOL,Tabora,Central,174,143,73,73,51,yellow,4.4488,8,8,2610,1707
S0837,SELOUS SECONDARY SCHOOL,Ruvuma,Southern Highlands,83,75,50,50,67,green,4.4494,8,8,2611,1458
S3571,VUNTA SECONDARY SCHOOL,Kilimanjaro,Northern,131,130,68,68,52,yellow,4.4496,8,7,2612,289
S1997,OLELE SECONDARY SCHOOL,Kilimanjaro,Northern,101,100,53,53,53,yellow,4.4496,8,8,2613,1991
S1372,KIWANGWA SECONDARY SCHOOL,Pwani,Coastal,182,174,80,80,46,yellow,4.4497,8,8,2614,1947
S3235,MINAZINI SECONDARY SCHOOL,Dar es Salaam,Coastal,132,104,56,56,54,yellow,4.4498,8,8,2615,1875
S0892,MELELA SECONDARY SCHOOL,Morogoro,Southern Highlands,65,53,24,24,45,yellow,4.4503,8,8,2616,1686
S2678,LYASA SECONDARY SCHOOL,Iringa,Southern Highlands,49,47,24,24,51,yellow,4.4505,8,8,2617,1296
S3530,KARIAKOO SECONDARY SCHOOL,Tabora,Central,127,102,56,56,55,yellow,4.4505,8,8,2618,780
S1004,MNINI SECONDARY SCHOOL,Kilimanjaro,Northern,149,137,74,74,54,yellow,4.4513,8,8,2619,1185
S5010,INSANI SECONDARY SCHOOL,Mbeya,Southern Highlands,40,35,17,17,49,yellow,4.4515,8,8,2620,1324
S3990,CHANIKA SECONDARY SCHOOL,Dar es Salaam,Coastal,183,150,85,85,57,yellow,4.4515,8,7,2621,964
S0654,RWAMBAIZI SECONDARY SCHOOL,Kagera,Lake,139,139,71,71,51,yellow,4.4516,8,8,2622,1529
S3936,KIZARA SECONDARY SCHOOL,Tanga,Northern,40,35,23,23,66,green,4.4517,8,8,2623,1361
S1023,NALIENDELE SECONDARY SCHOOL,Mtwara,Southern Highlands,69,60,36,36,60,green,4.4519,8,7,2624,614
S2542,KALANGASA SECONDARY SCHOOL,Rukwa,Southern Highlands,75,71,42,42,59,yellow,4.4522,8,8,2625,767
S2897,NZUGUNI SECONDARY SCHOOL,Dodoma,Central,101,91,50,50,55,yellow,4.4522,8,8,2626,1565
S0619,MGETA SECONDARY SCHOOL,Morogoro,Southern Highlands,50,47,25,25,53,yellow,4.4524,8,7,2627,382
S2818,SIDAY  SECONDARY SCHOOL,Manyara,Northern,55,47,21,21,45,yellow,4.4524,8,8,2628,1630
S3267,KABIRIZI SECONDARY SCHOOL,Kagera,Lake,50,46,25,25,54,yellow,4.4525,8,8,2629,2078
S0689,ENDASAK SECONDARY SCHOOL,Manyara,Northern,66,64,29,29,45,yellow,4.4525,8,8,2630,1574
S5003,ELULI SECONDARY SCHOOL,Ruvuma,Southern Highlands,73,60,39,39,65,green,4.4527,8,9,2631,2147
S3170,BUJONDE SECONDARY SCHOOL,Mbeya,Southern Highlands,83,75,39,39,52,yellow,4.4531,8,7,2632,642
S1134,OLE SECONDARY SCHOOL,Pemba,Zanzibar,71,71,48,48,68,green,4.4536,8,8,2633,1059
S3370,NAKOZA SECONDARY SCHOOL,Mwanza,Lake,216,172,79,79,46,yellow,4.4538,8,7,2634,883
S1000,WINGWI SECONDARY SCHOOL,Pemba,Zanzibar,155,153,99,99,65,green,4.454,8,8,2635,2027
S2773,VIWEGE SECONDARY SCHOOL,Dar es Salaam,Coastal,127,84,40,40,48,yellow,4.4541,8,8,2636,1676
S2393,MWASENI SECONDARY SCHOOL,Pwani,Coastal,56,49,35,35,71,green,4.4543,8,9,2637,1813
S3684,MANCHIRA SECONDARY SCHOOL,Mara ,Southern Highlands,66,52,29,29,56,yellow,4.4545,8,9,2638,2223
S3134,LEGICO SECONDARY SCHOOL,Mbeya,Southern Highlands,100,87,45,45,52,yellow,4.4546,8,8,2639,1473
S2169,KISEMU SECONDARY SCHOOL,Morogoro,Southern Highlands,53,47,21,21,45,yellow,4.455,8,7,2640,603
S4084,NYAILIGAMBA SECONDARY SCHOOL,Kagera,Lake,125,121,67,67,55,yellow,4.455,8,8,2641,1026
S1193,MWITIKIRA SECONDARY SCHOOL,Dodoma,Central,47,40,22,22,55,yellow,4.4552,8,9,2642,1927
S2641,IBAGA SECONDARY SCHOOL,Singida,Central,72,60,27,27,45,yellow,4.4554,8,9,2643,2154
S4097,BUGUZA SECONDARY SCHOOL,Mwanza,Lake,112,96,57,57,59,yellow,4.4557,8,8,2644,1829
S4280,NYARUYEYE SECONDARY SCHOOL,Geita,Lake,63,55,30,30,55,yellow,4.456,8,9,2645,1941
S3415,MAZINGE SECONDARY SCHOOL,Shinyanga,Lake,133,121,67,67,55,yellow,4.4561,8,7,2646,873
S2870,SHIBULA SECONDARY SCHOOL,Mwanza,Lake,108,103,54,54,52,yellow,4.4561,8,7,2647,410
S3827,NYIHOGO SECONDARY SCHOOL,Shinyanga,Lake,186,175,91,91,52,yellow,4.4563,8,8,2648,1310
S3889,MLIMWA SECONDARY SCHOOL,Dodoma,Central,108,89,44,44,49,yellow,4.4566,8,8,2649,1633
S1502,IHALA SECONDARY SCHOOL,Dodoma,Central,110,93,49,49,53,yellow,4.4567,8,7,2650,854
S1031,MARUKU SECONDARY SCHOOL,Kagera,Lake,162,152,75,75,49,yellow,4.4568,8,8,2651,1239
S0520,BUYANGO SECONDARY SCHOOL,Kagera,Lake,116,112,66,66,59,yellow,4.4568,8,8,2652,738
S0954,MKONGO SECONDARY SCHOOL,Pwani,Coastal,74,69,38,38,55,yellow,4.457,8,8,2653,2043
S2909,MUSA SECONDARY SCHOOL,Arusha,Northern,83,71,39,39,55,yellow,4.4571,8,9,2654,2256
S2268,LUGONGO SECONDARY SCHOOL,Mwanza,Lake,152,143,68,68,48,yellow,4.4571,8,7,2655,620
S3224,SAKU SECONDARY SCHOOL,Dar es Salaam,Coastal,312,258,121,121,47,yellow,4.4572,8,8,2656,1467
S3109,KALEMA SECONDARY SCHOOL,Kagera,Lake,127,124,69,69,56,yellow,4.4573,8,8,2657,1471
S1697,NYUMBU SECONDARY SCHOOL,Pwani,Coastal,237,231,122,122,53,yellow,4.458,8,7,2658,900
S3846,MTUMBATU SECONDARY SCHOOL,Morogoro,Southern Highlands,41,33,19,19,58,yellow,4.4581,8,8,2659,851
S0969,UFANA SECONDARY SCHOOL,Manyara,Northern,77,71,33,33,46,yellow,4.4588,8,8,2660,1253
S1803,LOWASSA SECONDARY SCHOOL,Arusha,Northern,193,190,100,100,53,yellow,4.4589,8,8,2661,1862
S4292,KIMPUNGUA SECONDARY  SCHOOL,Singida,Central,57,53,24,24,45,yellow,4.459,8,8,2662,1969
S3821,KWEMBE SECONDARY SCHOOL,Dar es Salaam,Coastal,133,85,42,42,49,yellow,4.4596,8,8,2663,859
S3632,KWALA SECONDARY SCHOOL,Pwani,Coastal,41,32,21,21,66,green,4.4599,8,9,2664,1966
S4963,MWAMAGIGISI SECONDARY SCHOOL,Simiyu,Lake,58,52,29,29,56,yellow,4.46,8,,2665,
S1121,MAWELLA SECONDARY SCHOOL,Kilimanjaro,Northern,105,63,38,38,60,green,4.4601,8,8,2666,701
S1249,SIMBEGA SECONDARY SCHOOL,Mbeya,Southern Highlands,143,125,56,56,45,yellow,4.4602,8,8,2667,1873
S1662,MKONO SECONDARY SCHOOL,Mara ,Southern Highlands,102,92,53,53,58,yellow,4.4602,8,8,2668,1150
S3523,SAJA SECONDARY SCHOOL,Njombe,Southern Highlands,69,67,28,28,42,yellow,4.4603,8,8,2669,1743
S2478,MSENSE SECONDARY SCHOOL,Mbeya,Southern Highlands,141,125,71,71,57,yellow,4.4604,8,8,2670,1395
S0859,RANGWI SECONDARY SCHOOL,Tanga,Northern,109,81,42,42,52,yellow,4.4608,8,8,2671,921
S1479,NAKAPANYA SECONDARY SCHOOL,Ruvuma,Southern Highlands,58,55,30,30,55,yellow,4.4608,8,8,2672,1559
S3778,DOHOM  SECONDARY SCHOOL,Manyara,Northern,43,39,22,22,56,yellow,4.461,8,8,2673,2014
S0710,BINZA SECONDARY SCHOOL,Simiyu,Lake,171,171,86,86,50,yellow,4.4614,8,8,2674,1702
S1322,NTABA SECONDARY SCHOOL,Mbeya,Southern Highlands,124,107,57,57,53,yellow,4.4615,8,8,2675,1749
S2842,URAURI SECONDARY SCHOOL,Kilimanjaro,Northern,121,114,69,69,61,green,4.4617,8,8,2676,1276
S4201,SIUYU SECONDARY SCHOOL,Singida,Central,65,58,26,26,45,yellow,4.4617,8,8,2677,1767
S4558,BUHANDA SECONDARY SCHOOL,Kigoma,Lake,144,133,70,70,53,yellow,4.4624,8,8,2678,1756
S3660,IHALIMBA SECONDARY SCHOOL,Iringa,Southern Highlands,89,84,41,41,49,yellow,4.4625,8,8,2679,694
S3032,KABUHORO SECONDARY SCHOOL,Mwanza,Lake,150,129,66,66,51,yellow,4.4628,8,7,2680,626
S1746,ULA SECONDARY SCHOOL,Dodoma,Central,146,142,83,83,58,yellow,4.4634,8,8,2681,1275
S2237,KIHANGA SECONDARY SCHOOL,Kagera,Lake,108,49,25,25,51,yellow,4.4635,8,8,2682,1902
S2642,NTWIKE SECONDARY SCHOOL,Singida,Central,42,35,17,17,49,yellow,4.4635,8,8,2683,1604
S3297,NKENGE SECONDARY SCHOOL,Kagera,Lake,53,48,29,29,60,green,4.4639,8,7,2684,306
S0761,BWISYA SECONDARY SCHOOL,Mwanza,Lake,205,187,92,92,49,yellow,4.4643,8,8,2685,1563
S3356,FUNDIKIRA SECONDARY SCHOOL,Tabora,Central,155,143,74,74,52,yellow,4.4644,8,7,2686,891
S1969,DUNDA SECONDARY SCHOOL,Pwani,Coastal,126,103,57,57,55,yellow,4.4647,8,8,2687,1364
S4158,POLI SECONDARY SCHOOL,Arusha,Northern,80,76,41,41,54,yellow,4.465,8,8,2688,1488
S1865,MKINGALEO SECONDARY SCHOOL,Tanga,Northern,121,102,55,55,54,yellow,4.4651,8,7,2689,410
S2406,PALE SECONDARY SCHOOL,Unguja,Zanzibar,62,61,43,43,70,green,4.4653,8,9,2690,2296
S3622,MAKUMBUSHO SECONDARY SCHOOL,Dar es Salaam,Coastal,373,251,141,141,56,yellow,4.4654,8,8,2691,1584
S0542,OLDADAI SECONDARY SCHOOL,Arusha,Northern,262,237,107,107,45,yellow,4.4655,8,8,2692,1632
S3368,IGALLA SECONDARY SCHOOL,Mwanza,Lake,143,125,62,62,50,yellow,4.4656,8,8,2693,1642
S3522,BUKIMA SECONDARY SCHOOL,Mara ,Southern Highlands,111,101,46,46,46,yellow,4.4657,8,8,2694,1223
S4550,MKATANGA SECONDARY SCHOOL,Kigoma,Lake,74,69,34,34,49,yellow,4.4658,8,9,2695,1964
S3913,KIVESA SECONDARY SCHOOL,Tanga,Northern,102,100,52,52,52,yellow,4.4659,8,8,2696,2088
S3399,KWARAA  SECONDARY SCHOOL,Manyara,Northern,170,163,84,84,52,yellow,4.466,8,8,2697,1626
S1579,SEGERA SECONDARY SCHOOL,Tanga,Northern,132,114,67,67,59,yellow,4.466,8,8,2698,1634
S4882,NYASA LAKE SHORE SECONDARY SCHOOL,Mbeya,Southern Highlands,96,89,50,50,56,yellow,4.4663,8,9,2699,1919
S4800,PANGAMBILI SECONDARY SCHOOL,Tanga,Northern,51,51,25,25,49,yellow,4.4663,8,8,2700,1577
S1021,RING'WANI SECONDARY SCHOOL,Mara ,Southern Highlands,83,80,42,42,53,yellow,4.4664,8,9,2701,2285
S2468,ILONGA SECONDARY SCHOOL,Morogoro,Southern Highlands,50,44,25,25,57,yellow,4.4666,8,8,2702,1580
S3035,IBINZA SECONDARY SCHOOL,Mwanza,Lake,116,110,59,59,54,yellow,4.4667,8,7,2703,818
S2078,MASABA SECONDARY SCHOOL,Mara ,Southern Highlands,52,49,27,27,55,yellow,4.4675,8,7,2704,571
S0812,MAHIWA SECONDARY SCHOOL,Lindi,Coastal,144,131,59,59,45,yellow,4.4675,8,7,2705,960
S2314,NYERUMA SECONDARY SCHOOL,Mara ,Southern Highlands,134,105,57,57,54,yellow,4.4675,8,8,2706,1649
S0886,SEMKIWA SECONDARY SCHOOL,Tanga,Northern,145,131,57,57,44,yellow,4.468,8,9,2707,2171
S1312,KWIRAMBA SECONDARY SCHOOL,Mara ,Southern Highlands,76,68,36,36,53,yellow,4.4682,8,8,2708,2111
S0549,LUGOBA SECONDARY SCHOOL,Pwani,Coastal,157,147,67,67,46,yellow,4.4683,8,7,2709,823
S3169,KATUMBASONGWE SECONDARY SCHOOL,Mbeya,Southern Highlands,101,84,42,42,50,yellow,4.4687,8,8,2710,741
S3976,SINGITU SECONDARY SCHOOL,Singida,Central,44,43,21,21,49,yellow,4.469,8,8,2711,1011
S2593,MAWEMATATU SECONDARY SCHOOL,Mwanza,Lake,84,31,18,18,58,yellow,4.4696,8,8,2712,942
S4660,MT.MASUSA SECONDARY SCHOOL ,Njombe,Southern Highlands,50,44,18,18,41,yellow,4.4696,8,8,2713,1463
