CSEE 2015 SCHOOL RANKING - CENTRE WITH 40 AND MORE CANDIDATES,,,,,,,,,,
"KEY: BAND1: GPA 1 to 1.499, BAND2: 1.5 to 1.999 , BAND3: 2 to 2.499, BAND4: 2.5 to 2.999, BAND5: 3 to 3.499, BAND6: 3.5 to 3.999, BAND7: 4 to 4.299,    BAND8: 4.3 to 4.499, BAND9:4.5 to 4.699, BAND10: 4.7 to 5",,,,,,,,,,
S0601,SERENGETI DAY SECONDARY SCHOOL,MARA ,109,96,45,4.525,9,8,2959,1757
S2367,TOLEDO SECONDARY SCHOOL,TANGA,240,208,97,4.5252,9,9,2960,2185
S1945,BUYUNI SECONDARY SCHOOL,DAR ES SALAAM,193,170,88,4.5252,9,8,2961,1726
S2317,KIPANDE SECONDARY SCHOOL,RUKWA,69,64,32,4.5255,9,8,2962,1367
S3383,MARUVANGO  SECONDARY SCHOOL,ARUSHA,60,58,17,4.5267,9,8,2963,1269
S1169,KWABUTU SECONDARY SCHOOL,TANGA,96,90,43,4.5274,9,7,2964,257
S2409,REGEZA MWENDO SECONDARY SCHOOL,UNGUJA,179,174,94,4.5275,9,8,2965,1957
S0755,MUKULAT SECONDARY SCHOOL,ARUSHA,186,151,71,4.5284,9,8,2966,2108
S4839,LUMBILA SECONDARY SCHOOL,MBEYA,54,48,22,4.5285,9,8,2967,1021
S2893,MKONZE SECONDARY SCHOOL,DODOMA,72,59,25,4.529,9,8,2968,1830
S2142,KAZE HILL SECONDARY SCHOOL,TABORA,122,122,52,4.5292,9,8,2969,1109
S3528,KALEMELA SECONDARY SCHOOL,SIMIYU,97,95,48,4.5295,9,8,2970,1230
S0583,MAZINYUNGU SECONDARY SCHOOL,MOROGORO,138,119,54,4.5298,9,8,2971,1192
S4025,MNYUZI SECONDARY SCHOOL,TANGA,86,81,35,4.5302,9,9,2972,2277
S3077,KOKIRIE SECONDARY SCHOOL,KILIMANJARO,57,56,26,4.5307,9,7,2973,529
S5069,NYANG'ORO SECONDARY SCHOOL,IRINGA,48,43,19,4.5308,9,,2974,
S4612,KINZUDI SECONDARY SCHOOL,DAR ES SALAAM,102,68,33,4.5309,9,8,2975,1681
S4143,NYAMBOGE SECONDARY SCHOOL,GEITA,104,97,55,4.5311,9,9,2976,2199
S2762,HALISI SECONDARY SCHOOL,DAR ES SALAAM,229,182,83,4.5316,9,8,2977,1966
S2270,MUKITUNTU SECONDARY SCHOOL,MWANZA,146,128,61,4.5319,9,8,2978,1894
S2651,BUKONDO SECONDARY SCHOOL,GEITA,81,71,35,4.5319,9,7,2979,559
S0982,SEPUKA SECONDARY SCHOOL,SINGIDA,65,62,31,4.5322,9,8,2980,1313
S4431,KATWE SECONDARY SCHOOL,MWANZA,92,82,42,4.5323,9,8,2981,1937
S3644,FUNTA SECONDARY SCHOOL,TANGA,95,94,45,4.5323,9,9,2982,1872
S2561,SONGWA SECONDARY SCHOOL,SHINYANGA,51,49,22,4.5323,9,8,2983,977
S1541,NAMIKUPA SECONDARY SCHOOL,MTWARA,71,70,36,4.5324,9,9,2984,1889
S4903,KITETE SECONDARY SCHOOL,MOROGORO,62,48,23,4.5324,9,8,2985,1201
S0603,KWAPAKACHA SECONDARY SCHOOL,DODOMA,147,95,39,4.5327,9,8,2986,1741
S1513,SOMSOM SECONDARY SCHOOL,KILIMANJARO,144,140,65,4.5328,9,7,2987,709
S0811,KIFARU SECONDARY SCHOOL,KILIMANJARO,171,170,77,4.5328,9,8,2988,1457
S0680,MWAZYE SECONDARY SCHOOL,RUKWA,53,52,28,4.5332,9,8,2989,1800
S3231,KIBADA SECONDARY SCHOOL,DAR ES SALAAM,83,67,33,4.5333,9,7,2990,580
S1183,SANYA JUU SECONDARY SCHOOL,KILIMANJARO,151,141,76,4.5337,9,8,2991,1868
S3893,CHUMBAGENI SECONDARY SCHOOL,TANGA,95,82,42,4.5337,9,9,2992,2301
S0608,NANYAMBA SECONDARY SCHOOL,MTWARA,77,76,35,4.5337,9,9,2993,1868
S3549,BRAIN TRUST SECONDARY SCHOOL,DAR ES SALAAM,58,57,27,4.5339,9,8,2994,1512
S2789,SHIGALA SECONDARY SCHOOL,SIMIYU,87,69,38,4.5341,9,8,2995,1637
S2686,KWANGU SECONDARY SCHOOL,KILIMANJARO,118,113,52,4.5348,9,8,2996,1282
S0697,KIGWE SECONDARY SCHOOL,DODOMA,70,63,28,4.5351,9,8,2997,1024
S3306,UDORO SECONDARY SCHOOL,KILIMANJARO,77,62,28,4.5353,9,8,2998,1158
S3252,MVUREKONGEI SECONDARY SCHOOL,KILIMANJARO,68,66,34,4.5354,9,8,2999,2101
S1727,KARAMBI SECONDARY SCHOOL,KAGERA,77,39,19,4.5354,9,9,3000,2017
S1999,TUMO SECONDARY SCHOOL,KILIMANJARO,102,99,46,4.5356,9,8,3001,929
S3900,NYAMIGOTA SECONDARY SCHOOL,GEITA,115,95,41,4.5359,9,8,3002,1874
S3110,CHINGUNGWE SECONDARY SCHOOL,MTWARA,40,37,12,4.536,9,9,3003,2065
S3329,KICHEBA SECONDARY SCHOOL,TANGA,42,38,16,4.536,9,8,3004,1260
S4380,TUSHIKAMANE SECONDARY SCHOOL,MOROGORO,92,82,41,4.5371,9,8,3005,1091
S3793,RUANGWA SECONDARY SCHOOL,LINDI,106,105,41,4.5371,9,8,3006,1079
S2958,NYASOSI SECONDARY SCHOOL,SIMIYU,40,37,19,4.5372,9,7,3007,423
S2874,NYAMIONGO SECONDARY SCHOOL,MARA ,126,111,46,4.5375,9,8,3008,1905
S1097,NSHUPU SECONDARY SCHOOL,ARUSHA,122,112,53,4.5376,9,8,3009,2030
S3979,NDUMBWE SECONDARY SCHOOL,MTWARA,49,43,19,4.5376,9,,3010,
S2420,ZIWANI SECONDARY SCHOOL,PEMBA,64,63,37,4.5377,9,9,3011,1946
S2891,UMONGA SECONDARY SCHOOL,DODOMA,229,179,70,4.5387,9,8,3012,2070
S1335,KINDIKATI SECONDARY SCHOOL,KILIMANJARO,96,95,54,4.5391,9,7,3013,352
S1794,WESHA SECONDARY SCHOOL,PEMBA,92,90,51,4.5395,9,8,3014,1679
S0871,KABALE SECONDARY SCHOOL,KAGERA,127,115,51,4.5396,9,8,3015,661
S3700,KASINGIRIMA SECONDARY SCHOOL,KIGOMA,78,74,37,4.5397,9,8,3016,1441
S2733,ITEGA SECONDARY SCHOOL,DODOMA,122,98,51,4.5401,9,7,3017,206
S0894,MATYAZO SECONDARY SCHOOL,KIGOMA,86,82,40,4.5404,9,8,3018,1131
S3395,ORBOSHAN  SECONDARY SCHOOL,ARUSHA,76,71,30,4.5414,9,8,3019,1086
S2080,WEGERO SECONDARY SCHOOL,MARA ,43,40,19,4.5416,9,8,3020,1311
S0877,KILIMANGWIDO SECONDARY SCHOOL,TANGA,58,53,24,4.5421,9,7,3021,417
S1907,MAKOJO SECONDARY SCHOOL,MARA ,94,90,34,4.5421,9,8,3022,700
S3219,MVUHA SECONDARY SCHOOL,MOROGORO,71,56,27,4.5423,9,8,3023,1725
S1864,KIRANYI SECONDARY SCHOOL,ARUSHA,353,305,120,4.5443,9,8,3024,1533
S4299,SHITA SECONDARY SCHOOL,TANGA,57,57,23,4.5451,9,8,3025,795
S2758,MSONGOLA SECONDARY SCHOOL,DAR ES SALAAM,88,77,34,4.5456,9,9,3026,1831
S4101,PANDE MAGUBENI SECONDARY SCHOOL,TANGA,67,59,28,4.5456,9,9,3027,2043
S3186,MWAGALA-CHUNYA SECONDARY SCHOOL,MBEYA,67,55,21,4.5456,9,8,3028,1084
S2403,LANGONI SECONDARY SCHOOL,UNGUJA,51,51,29,4.5457,9,9,3029,1778
S3672,KIRIMA SECONDARY SCHOOL,KILIMANJARO,103,82,37,4.5459,9,7,3030,778
S4480,MBURAHATI SECONDARY SCHOOL ,DAR ES SALAAM,172,153,61,4.5461,9,8,3031,2006
S4448,SIKIRARI SECONDARY SCHOOL,KILIMANJARO,46,44,20,4.5461,9,8,3032,786
S0526,MRINGA SECONDARY SCHOOL,ARUSHA,342,309,141,4.5464,9,8,3033,1848
S3729,STESHENI SECONDARY SCHOOL,LINDI,81,73,28,4.5466,9,8,3034,1578
S2906,MWANDU SECONDARY SCHOOL,MWANZA,59,48,22,4.5473,9,8,3035,1491
S1559,CHAANI SECONDARY SCHOOL,UNGUJA,49,49,30,4.5473,9,,3036,
S4938,GOGONI SECONDARY SCHOOL,DAR ES SALAAM,173,109,44,4.5474,9,9,3037,2276
S1751,SIZAKI SECONDARY SCHOOL,MARA ,82,66,32,4.5481,9,8,3038,679
S0645,VITUKA SECONDARY SCHOOL,DAR ES SALAAM,70,69,33,4.5483,9,8,3039,1339
S4440,RUSOLI SECONDARY SCHOOL,MARA ,82,71,33,4.5483,9,8,3040,1592
S2281,MTANDI SECONDARY SCHOOL,MTWARA,108,96,42,4.5486,9,8,3041,1846
S3612,MLALE SECONDARY SCHOOL,MBEYA,56,52,24,4.5491,9,8,3042,1109
S4503,MAPATANO SECONDARY SCHOOL,TANGA,70,53,19,4.5496,9,7,3043,339
S2400,KIBOJE SECONDARY SCHOOL,UNGUJA,64,62,29,4.5497,9,9,3044,2188
S1745,MTIBWA SECONDARY SCHOOL,MOROGORO,82,66,31,4.5498,9,8,3045,1084
S1603,NYOLOLO SECONDARY SCHOOL,IRINGA,99,84,40,4.5499,9,8,3046,1646
S4151,MIHANDE SECONDARY SCHOOL,PWANI,62,58,32,4.55,9,8,3047,1498
S4046,MATEVES SECONDARY SCHOOL,ARUSHA,126,94,38,4.5501,9,8,3048,1906
S2175,DR. ALI M. SHEIN SECONDARY SCHOOL,SINGIDA,49,48,23,4.551,9,8,3049,648
S0872,NDUNGU SECONDARY SCHOOL,KILIMANJARO,131,112,48,4.5511,9,8,3050,2136
S1565,KANGAGANI SECONDARY SCHOOL,PEMBA,40,39,20,4.5512,9,9,3051,2210
S2738,CHIBELELA SECONDARY SCHOOL,DODOMA,54,40,19,4.5514,9,8,3052,1750
S1719,NASULI SECONDARY SCHOOL,RUVUMA,67,55,26,4.5514,9,9,3053,2221
S0929,FUNGUNI SECONDARY SCHOOL,TANGA,123,107,57,4.5516,9,8,3054,1414
S3362,NYAMWEZI SECONDARY SCHOOL,TABORA,97,80,40,4.5519,9,7,3055,639
S3290,KIBIRIZI SECONDARY SCHOOL,KAGERA,59,57,27,4.552,9,8,3056,1235
S0709,BUKONGO SECONDARY SCHOOL,MWANZA,190,170,75,4.5534,9,7,3057,768
S2863,TUBUYU SECONDARY SCHOOL,MOROGORO,108,88,41,4.5539,9,8,3058,2134
S3465,MAKURUNGE SECONDARY SCHOOL,PWANI,65,63,30,4.5541,9,8,3059,1271
S1308,TUMBE SECONDARY SCHOOL,PEMBA,74,73,43,4.5542,9,8,3060,2084
S3433,MNYAWI SECONDARY SCHOOL,MTWARA,63,52,22,4.5542,9,8,3061,1706
S3517,MIKANGAULA SECONDARY SCHOOL,MTWARA,44,43,18,4.5543,9,8,3062,1431
S3589,RULONGO SECONDARY SCHOOL,KAGERA,105,100,50,4.555,9,8,3063,1734
S3253,KIHURIO SECONDARY SCHOOL,KILIMANJARO,115,114,50,4.5551,9,8,3064,1931
S0918,KIMNYAKI SECONDARY SCHOOL,ARUSHA,250,248,111,4.5558,9,8,3065,1664
S2372,NAMAJANI SECONDARY SCHOOL,MTWARA,58,48,22,4.556,9,7,3066,514
S0869,MBONI SECONDARY SCHOOL,KILIMANJARO,158,156,59,4.556,9,8,3067,1064
S4100,SALAMA SECONDARY SCHOOL,MTWARA,43,29,12,4.5562,9,8,3068,1756
S3856,GARE SECONDARY SCHOOL,TANGA,82,81,38,4.5566,9,8,3069,779
S1077,OCEAN SECONDARY SCHOOL,MTWARA,193,191,89,4.5566,9,9,3070,2172
S2519,SWAYA SECONDARY SCHOOL,MBEYA,119,103,41,4.5569,9,8,3071,1538
S3499,LUWAWASI SECONDARY SCHOOL,RUVUMA,86,74,32,4.557,9,8,3072,1812
S0636,ZOISSA SECONDARY SCHOOL,DODOMA,74,58,26,4.557,9,9,3073,1810
S2055,MUTENGA SECONDARY SCHOOL,MOROGORO,46,40,16,4.5573,9,9,3074,1874
S1967,CHANGALIKWA SECONDARY SCHOOL,PWANI,88,85,36,4.5578,9,8,3075,2110
S3416,CHISORYA SECONDARY SCHOOL,MARA ,161,149,69,4.5578,9,8,3076,1313
S2876,BARUTI SECONDARY SCHOOL,MARA ,171,149,62,4.5579,9,8,3077,1132
S1358,DABIL SECONDARY SCHOOL,MANYARA,84,84,31,4.5579,9,8,3078,1269
S4596,MKWAMBA SECONDARY SCHOOL,RUKWA,42,30,16,4.5579,9,8,3079,1200
S2770,KISUNGU SECONDARY SCHOOL,DAR ES SALAAM,131,112,46,4.558,9,9,3080,2208
S0934,MAKALEMA SECONDARY SCHOOL,KILIMANJARO,148,148,74,4.5582,9,8,3081,2015
S4150,MOMELLA SECONDARY SCHOOL,ARUSHA,78,68,22,4.5586,9,8,3082,1321
S0375,JUMUIYA SECONDARY SCHOOL,TANGA,136,126,60,4.5589,9,8,3083,1437
S2253,PONGWE SECONDARY SCHOOL,TANGA,142,125,52,4.5598,9,8,3084,2093
S3154,SIMBANI SECONDARY SCHOOL,PWANI,112,87,39,4.5598,9,8,3085,1671
S4640,MLEWA SECONDARY SCHOOL,SINGIDA,63,56,21,4.5599,9,8,3086,1429
S0888,LANG'ATABORA SECONDARY SCHOOL,KILIMANJARO,200,198,88,4.5599,9,8,3087,1818
S1102,MAHUTA T D F SECONDARY SCHOOL,MTWARA,71,64,27,4.5603,9,9,3088,1928
S3331,JOROJIK  SECONDARY SCHOOL,MANYARA,46,20,7,4.5609,9,9,3089,1873
S5134,KIMANGE SECONDARY SCHOOL,PWANI,82,78,34,4.5615,9,9,3090,2007
S0906,VUDOI SECONDARY SCHOOL,KILIMANJARO,214,206,89,4.5615,9,7,3091,961
S0541,MARAMBA SECONDARY SCHOOL,TANGA,176,158,60,4.562,9,7,3092,319
S2340,HIMO SECONDARY SCHOOL,KILIMANJARO,197,152,58,4.5622,9,8,3093,1949
S3809,MWERA SECONDARY SCHOOL,TANGA,67,59,26,4.5629,9,6,3094,93
S0760,BUKOLI SECONDARY SCHOOL,GEITA,108,101,43,4.5631,9,8,3095,1062
S3904,FAHARI SECONDARY SCHOOL,DAR ES SALAAM,146,97,46,4.5633,9,8,3096,1576
S4943,ISALALO SECONDARY SCHOOL,MBEYA,57,52,23,4.5636,9,8,3097,1914
S1396,CHANZIGE SECONDARY SCHOOL,PWANI,58,42,15,4.5636,9,7,3098,966
S3044,MLIMANI SECONDARY SCHOOL,MWANZA,180,147,62,4.5637,9,8,3099,1010
S4812,KINGUGI SECONDARY SCHOOL,DAR ES SALAAM,261,211,99,4.5639,9,8,3100,1387
S1531,OLD SHINYANGA SECONDARY SCHOOL,SHINYANGA,153,139,57,4.564,9,7,3101,832
S1774,MGULASI SECONDARY SCHOOL,MOROGORO,258,222,91,4.564,9,8,3102,1620
S3875,RUDEWA SECONDARY SCHOOL,MOROGORO,110,94,35,4.5646,9,7,3103,471
S1728,RASHIDI MFAUME KAWAWA SECONDARY SCHOOL,LINDI,130,83,28,4.5649,9,8,3104,844
S3572,LWANZALI SECONDARY SCHOOL,TABORA,99,87,36,4.565,9,8,3105,1059
S2415,MSUKA SECONDARY SCHOOL,PEMBA,54,51,23,4.5652,9,8,3106,1719
S3251,KWAKOKO SECONDARY SCHOOL,KILIMANJARO,136,128,57,4.5654,9,8,3107,1267
S0943,IFATI SECONDARY SCHOOL,KILIMANJARO,108,104,42,4.5655,9,8,3108,1198
S2123,MAMBA DAY SECONDARY SCHOOL,KILIMANJARO,81,79,39,4.5656,9,8,3109,775
S1083,BUMBULI SECONDARY SCHOOL,TANGA,125,90,37,4.5672,9,8,3110,1465
S3599,KALINZI SECONDARY SCHOOL,KIGOMA,126,125,61,4.5674,9,8,3111,1718
S3931,NSOHO SECONDARY SCHOOL,MBEYA,54,45,17,4.5675,9,9,3112,2209
S1150,MUUNGANO SECONDARY SCHOOL,KILIMANJARO,280,279,129,4.5676,9,8,3113,1024
S2105,NYALANJA SECONDARY SCHOOL,SIMIYU,70,47,22,4.5678,9,7,3114,539
S2889,MWANAKYANGA SECONDARY SCHOOL,DODOMA,116,99,41,4.5678,9,8,3115,2059
S0881,MANGA SECONDARY SCHOOL,MARA ,147,134,63,4.5686,9,7,3116,683
S1272,KISARIKA SECONDARY SCHOOL,KILIMANJARO,195,190,75,4.5687,9,8,3117,1356
S4681,KIBWEGERE SECONDARY SCHOOL,DAR ES SALAAM,160,109,50,4.569,9,8,3118,951
S1759,ILAGALA SECONDARY SCHOOL,KIGOMA,99,83,41,4.5698,9,8,3119,1017
S2045,MANGI SINA SECONDARY SCHOOL,KILIMANJARO,185,166,66,4.5701,9,8,3120,1433
S2470,MAHENGE SECONDARY SCHOOL,MOROGORO,83,73,34,4.5708,9,9,3121,2203
S2156,KABAGWE SECONDARY SCHOOL,KIGOMA,97,89,36,4.5713,9,8,3122,1606
S3377,MASHINDEI SECONDARY SCHOOL,TANGA,120,102,48,4.5714,9,9,3123,2316
S1761,MAKANGARAWE SECONDARY SCHOOL,DAR ES SALAAM,67,64,33,4.5714,9,8,3124,1723
S3941,LUGUFU GIRLS SECONDARY SCHOOL,KIGOMA,55,54,27,4.572,9,8,3125,687
S2692,GONGONI SECONDARY SCHOOL,PWANI,58,50,21,4.5721,9,8,3126,1639
S1030,IZIMBYA SECONDARY SCHOOL,KAGERA,122,108,45,4.5726,9,8,3127,702
S3386,SINGISI  SECONDARY SCHOOL,ARUSHA,88,55,25,4.5726,9,9,3128,2226
S3277,MIHAMA SECONDARY SCHOOL,MWANZA,144,79,29,4.5726,9,8,3129,1432
S2807,KING'ONGO SECONDARY SCHOOL,DAR ES SALAAM,318,253,108,4.5728,9,8,3130,1979
S0633,TALLO SECONDARY SCHOOL,MWANZA,48,45,20,4.573,9,7,3131,898
S1679,PWAGA SECONDARY SCHOOL,DODOMA,64,53,16,4.573,9,9,3132,2042
S3468,BUCHAMBI SECONDARY SCHOOL,SIMIYU,57,56,24,4.5738,9,8,3133,1664
S0925,KASOMA SECONDARY SCHOOL,MARA ,199,186,81,4.5738,9,8,3134,1878
S4782,KANDAGA SECONDARY SCHOOL,KIGOMA,52,52,28,4.5739,9,,3135,
S0402,MKWAJUNI SECONDARY SCHOOL,UNGUJA,148,133,68,4.5741,9,9,3136,2263
S5021,KUMWAMBU SECONDARY SCHOOL,KIGOMA,62,55,29,4.5746,9,,3137,
S4128,MABAMA SECONDARY SCHOOL,TABORA,57,51,24,4.5747,9,7,3138,296
S4909,RARANYA SECONDARY SCHOOL,MARA ,85,70,34,4.5754,9,8,3139,995
S2161,KAAGYA SECONDARY SCHOOL,KAGERA,68,67,31,4.5754,9,8,3140,1177
S3562,MANUSHI SECONDARY SCHOOL,KILIMANJARO,122,104,48,4.5757,9,8,3141,744
S0585,MUNANILA SECONDARY SCHOOL,KIGOMA,148,147,69,4.5762,9,8,3142,1711
S2034,MIYUJI SECONDARY SCHOOL,DODOMA,174,161,67,4.5763,9,8,3143,1161
S1733,BANJIKA SECONDARY SCHOOL,ARUSHA,123,110,47,4.5766,9,8,3144,2033
S2297,NDORWE SECONDARY SCHOOL,KILIMANJARO,120,109,46,4.5767,9,8,3145,1231
S2440,MBUGA SECONDARY SCHOOL,DODOMA,60,39,19,4.5775,9,8,3146,1645
S5276,MLEKIA WINNERS SECONDARY SCHOOL,MOROGORO,42,36,18,4.5775,9,,3147,
S3254,KAZITA SECONDARY SCHOOL,KILIMANJARO,46,44,22,4.5776,9,9,3148,1962
S2734,NTYUKA SECONDARY SCHOOL,DODOMA,98,89,41,4.5791,9,8,3149,1401
S3160,MABAWE SECONDARY SCHOOL,KAGERA,74,73,27,4.5794,9,7,3150,531
S3192,KAMWENE SECONDARY SCHOOL,MOROGORO,78,66,20,4.5809,9,7,3151,833
S1111,MASHINGIA SECONDARY SCHOOL,KILIMANJARO,137,129,49,4.5811,9,8,3152,1535
S1041,LONGOI SECONDARY SCHOOL,KILIMANJARO,176,147,61,4.5813,9,8,3153,1378
S2995,KASOLI  SECONDARY SCHOOL,SIMIYU,75,62,26,4.5813,9,8,3154,1072
S2779,ZINGIZIWA SECONDARY SCHOOL,DAR ES SALAAM,89,57,23,4.5815,9,9,3155,2200
S1946,MWANAGATI SECONDARY SCHOOL,DAR ES SALAAM,158,129,59,4.5825,9,8,3156,1643
S3195,KISAWASAWA SECONDARY SCHOOL,MOROGORO,54,39,17,4.5826,9,8,3157,1480
S1419,BANGWE SECONDARY SCHOOL,MWANZA,87,61,27,4.5831,9,8,3158,1685
S3703,IRINGO SECONDARY SCHOOL,MARA ,106,88,39,4.5832,9,7,3159,601
S3591,RUSUMO SECONDARY SCHOOL,KAGERA,67,54,18,4.5842,9,9,3160,1790
S3662,MIBUNGO SECONDARY SCHOOL,MWANZA,135,128,57,4.5843,9,8,3161,1343
S4001,KATAZI SECONDARY SCHOOL,RUKWA,47,44,19,4.5844,9,9,3162,1875
S0527,ULAYASI SECONDARY SCHOOL,NJOMBE,109,105,44,4.5846,9,8,3163,1802
S1855,BUTIAMA SECONDARY SCHOOL,MARA ,117,104,39,4.5853,9,8,3164,1997
S0373,ITOPE SECONDARY SCHOOL,MBEYA,129,126,46,4.5855,9,8,3165,1769
S4777,NDURUMO SECONDARY SCHOOL,TANGA,53,51,20,4.5859,9,8,3166,1141
S2076,KIRIBA SECONDARY SCHOOL,MARA ,86,62,27,4.586,9,8,3167,1462
S3247,ZIMANIMOTO SECONDARY SCHOOL,RUVUMA,98,56,26,4.5864,9,8,3168,1946
S1468,CHAUME SECONDARY SCHOOL,MTWARA,61,58,25,4.5866,9,8,3169,1724
S3228,MIKWAMBE SECONDARY SCHOOL,DAR ES SALAAM,124,82,42,4.5868,9,8,3170,2127
S2439,CHIPOGORO SECONDARY SCHOOL,DODOMA,40,38,16,4.5869,9,9,3171,1983
S2430,BUMBWINI SECONDARY SCHOOL,UNGUJA,103,100,55,4.5879,9,9,3172,2218
S5138,MTONI KIGOMENI SECONDARY SCHOOL,UNGUJA,104,103,52,4.588,9,9,3173,2286
S1972,SEKWAO SECONDARY SCHOOL,MOROGORO,97,67,26,4.5887,9,8,3174,1479
S1813,RUSIMBI SECONDARY SCHOOL,KIGOMA,130,95,45,4.5888,9,8,3175,2010
S1647,NKUMBA SECONDARY SCHOOL,TANGA,73,64,23,4.5893,9,7,3176,629
S0343,SIHA SECONDARY SCHOOL,KILIMANJARO,75,74,32,4.5896,9,9,3177,2190
S3476,UBANG'I SECONDARY SCHOOL,KILIMANJARO,79,77,38,4.5904,9,8,3178,1183
S1369,MKALAMO SECONDARY SCHOOL,TANGA,112,105,35,4.5906,9,8,3179,1430
S1581,NGUVUMALI SECONDARY SCHOOL,TANGA,174,144,64,4.5907,9,9,3180,2243
S4436,DENDEGO SECONDARY SCHOOL,MOROGORO,44,37,17,4.5908,9,7,3181,491
S2579,KIVINJE SECONDARY SCOOL,LINDI,101,83,36,4.5914,9,8,3182,1805
S2862,NANENANE SECONDARY SCHOOL,MOROGORO,82,78,39,4.5916,9,8,3183,1246
S4617,BONDWA SECONDARY SCHOOL,MOROGORO,85,66,27,4.5918,9,8,3184,1876
S3233,KIMBIJI SECONDARY SCHOOL,DAR ES SALAAM,103,84,30,4.5919,9,8,3185,1648
S1525,KASANGE SECONDARY SCHOOL,KIGOMA,139,131,48,4.5926,9,8,3186,1379
S3892,PASTOR RAPHAEL ODUNGA SECONDARY SCHOOL,MARA ,71,68,26,4.593,9,7,3187,320
S5319,MTANILA SECONDARY SCHOOL,MBEYA,55,50,19,4.5933,9,,3188,
S3375,MWISHO WA SHAMBA SECONDARY SCHOOL,TANGA,115,76,26,4.5935,9,9,3189,1890
S1428,LITUHI SECONDARY SCHOOL,RUVUMA,85,69,31,4.5938,9,8,3190,1225
S3541,MAKOBA SECONDARY SCHOOL,UNGUJA,58,57,32,4.5944,9,8,3191,2048
S3178,MATIPWILI SECONDARY SCHOOL,PWANI,48,45,18,4.5945,9,8,3192,1610
S3018,SALAWE SECONDARY SCHOOL,SHINYANGA,86,75,30,4.5945,9,8,3193,1739
S1399,VUGABAZO SECONDARY SCHOOL,TANGA,99,95,41,4.5945,9,8,3194,1309
S1101,LUAGALA SECONDARY SCHOOL,MTWARA,83,78,33,4.5968,9,8,3195,923
S1108,MYAMBA SECONDARY SCHOOL,KILIMANJARO,163,152,52,4.5978,9,9,3196,2250
S1779,MRIJO SECONDARY SCHOOL,DODOMA,64,46,18,4.5982,9,8,3197,1509
S4345,HONDOGO SECONDARY SCHOOL,DAR ES SALAAM,109,64,28,4.5984,9,8,3198,2036
S0868,AWET SECONDARY SCHOOL,ARUSHA,97,94,41,4.5986,9,8,3199,1785
S4247,JUMBI SECONDARY SCHOOL,UNGUJA,46,44,25,4.5989,9,8,3200,1386
S4469,NYWELO SECONDARY SCHOOL,TANGA,47,45,19,4.5991,9,8,3201,1515
S1909,MTIRO SECONDARY SCHOOL,MARA ,64,40,20,4.5992,9,8,3202,1439
S0597,KIPATIMU SECONDARY SCHOOL,LINDI,107,98,36,4.6005,9,8,3203,1322
S0702,IKWIRIRI SECONDARY SCHOOL,PWANI,124,106,38,4.601,9,8,3204,2115
S4925,NYEGEZI SECONDARY SCHOOL,MWANZA,45,44,18,4.6026,9,,3205,
S2429,FUJONI SECONDARY SCHOOL,UNGUJA,65,65,31,4.6034,9,9,3206,2178
S2580,MTANGA  SECONDARY SCHOOL,LINDI,53,37,17,4.6036,9,9,3207,1972
S3507,LIBOBE SECONDARY SCHOOL,MTWARA,88,87,33,4.6037,9,9,3208,1849
S4301,NYAKIBIMBILI SECONDARY SCHOOL,KAGERA,68,65,24,4.6045,9,8,3209,1717
S1282,UBIRI SECONDARY SCHOOL,TANGA,163,156,63,4.6056,9,9,3210,2212
S0793,MALINDI SECONDARY SCHOOL,KILIMANJARO,111,102,38,4.6058,9,8,3211,1726
S4744,MAKONDE SECONDARY SCHOOL,NJOMBE,64,61,27,4.6058,9,9,3212,2213
S2278,MACECHU SECONDARY SCHOOL,TANGA,202,163,66,4.6059,9,8,3213,2122
S3423,HORTEN SECONDARY SCHOOL,TANGA,172,151,56,4.6059,9,9,3214,2175
S0957,NYAMONGO SECONDARY SCHOOL,MARA ,116,96,40,4.6065,9,8,3215,1293
S0865,IGOTA SECONDARY SCHOOL,MOROGORO,53,49,19,4.6066,9,9,3216,2303
S2320,MANGOTO SECONDARY SCHOOL,KILIMANJARO,64,62,25,4.6072,9,8,3217,1612
S3980,MKOMAZI SECONDARY SCHOOL,TANGA,40,30,13,4.6072,9,8,3218,689
S3986,KASIMBU SECONDARY  SCHOOL,KIGOMA,43,38,20,4.6072,9,8,3219,1315
S1937,MANGAMBA SECONDARY SCHOOL,MTWARA,50,45,16,4.6076,9,8,3220,1167
S4791,MSAJE SECONDARY SCHOOL,TANGA,59,56,20,4.6079,9,8,3221,1370
S3752,LULINDI SECONDARY SCHOOL,MTWARA,43,34,11,4.6081,9,8,3222,2087
S4863,PARENI SECONDARY SCHOOL,KILIMANJARO,57,57,21,4.6081,9,8,3223,2099
S2919,QASH  SECONDARY SCHOOL,MANYARA,63,57,22,4.6082,9,8,3224,1932
S3567,MADANGWA SECONDARY SCHOOL,LINDI,58,44,18,4.6083,9,8,3225,1676
S4265,RUBUGA SECONDARY SCHOOL,KIGOMA,65,55,24,4.6084,9,8,3226,1553
S4814,MAWANDA SECONDARY SCHOOL,KILIMANJARO,44,43,18,4.6087,9,8,3227,1317
S3196,LUMEMO SECONDARY SCHOOL,MOROGORO,135,107,34,4.6088,9,8,3228,806
S1056,BANGALALA SECONDARY SCHOOL,KILIMANJARO,97,90,37,4.609,9,9,3229,2267
